DynamicHysteresisResult

Table 1
Table No [#]	Vc+ [V]	Vc- [V]	Pr+ [uC/cm2]	Pr- [uC/cm2]	Prrel+ [uC/cm2]	Prrel- [uC/cm2]	Psw [uC/cm2]	Pnsw [uC/cm2]	dPsw [uC/cm2]	Wloss [uJ/cm2]	VcShift [V]	Rav [Ohm]	Cls [F]	Epsls [1]	Measurement Status []	Vmax+ [V]	Vmax- [V]	Pvmax+ [uC/cm2]	Pvmax- [uC/cm2]	Ipk+ [A]	Ipk- [A]	Hysteresis Frequency [Hz]	Hysteresis Amplitude [V]	Current Range []	Averages []	
1.000000e+000	1.887090e+002	-1.858090e+002	2.959000e-001	-3.013730e-001	2.190330e-001	-2.151130e-001	7.747650e-001	3.406190e-001	4.341460e-001	3.410640e+002	1.450060e+000	3.157350e+006	9.394090e-010	3.176180e+003	0.000000e+000	5.042670e+002	-4.989070e+002	5.596520e-001	-5.596520e-001	3.373550e-004	-3.434300e-004	1.000000e+002	5.000000e+002	5.000000e+000	1.000000e+000	
2.000000e+000	1.849820e+002	-1.914890e+002	2.372020e-001	-3.466340e-001	1.510190e-001	-1.011300e-001	4.880020e-001	2.358530e-001	2.521490e-001	2.783310e+002	-3.253780e+000	3.273820e+005	6.740420e-010	2.278960e+003	0.000000e+000	3.804850e+002	-4.119960e+002	3.868720e-001	-3.868720e-001	2.235410e-003	-2.352640e-003	1.000000e+003	5.000000e+002	4.000000e+000	1.000000e+000	
3.000000e+000	1.720340e+002	-1.716800e+002	3.053230e-001	-2.984790e-001	2.454170e-001	-2.368080e-001	8.390880e-001	3.568640e-001	4.822240e-001	3.402340e+002	1.766510e-001	3.125110e+007	1.036580e-009	3.504720e+003	0.000000e+000	5.020460e+002	-4.971570e+002	6.022810e-001	-6.022810e-001	3.689000e-005	-3.675320e-005	1.000000e+001	5.000000e+002	6.000000e+000	1.000000e+000	
4.000000e+000	1.701350e+002	-1.689060e+002	3.406390e-001	-3.327350e-001	2.944530e-001	-2.836550e-001	9.458410e-001	3.677330e-001	5.781070e-001	3.788670e+002	6.146670e-001	2.806040e+008	1.147450e-009	3.879580e+003	0.000000e+000	5.004330e+002	-4.958650e+002	6.621860e-001	-6.621860e-001	4.286540e-006	-4.266760e-006	1.000000e+000	5.000000e+002	7.000000e+000	1.000000e+000	

DynamicHysteresis
Program: aixPlorer Software version 3.0.63.0
TimeStamp: 02/15/2024 15:10:48
TfaModule: DHM
ProgramMode: 0
TfaFileType: data
BasicUnit: BU624-1
TfaVersion: 4.7.0

Table 1
Timestamp: 02/15/2024 15:13:37
TableVersion: 4.7.0
Monitoring: YES
Averages: 1
Settings: PSW HV MON
Waveform: triangle
SampleName: G1_BTO_500V_100Hz
Area [mm2]: 78.5
Thickness [nm]: 2.35e+006
Number Of Ceramic Layers: 1
Current Range: 5 (1mA)
Hysteresis Frequency [Hz]: 100
Hysteresis Amplitude [V]: 500
Cls [F]: 9.39409e-010
Epsls [1]: 3176.18
Vc+ [V]: 188.709
Vc- [V]: -185.809
Pr+ [uC/cm2]: 0.2959
Pr- [uC/cm2]: -0.301373
Prrel+ [uC/cm2]: 0.219033
Prrel- [uC/cm2]: -0.215113
Wloss [uJ/cm2]: 341.064
VcShift [V]: 1.45006
Vmax+ [V]: 504.267
Vmax- [V]: -498.907
Pvmax+ [uC/cm2]: 0.559652
Pvmax- [uC/cm2]: -0.559652
Ipk+ [A]: 0.000337355
Ipk- [A]: -0.00034343
Psw [uC/cm2]: 0.774765
Pnsw [uC/cm2]: 0.340619
dPsw [uC/cm2]: 0.434146
Rav [Ohm]: 3.15735e+006
Basic System: TFAnalyzer 2000 E
Measure Head: FE 568-2
MeasureHal Profile: default
Program Version: 3.0.63.0
Operator: Unknown
HV Amplifier: TREK 610E 10kV
Interferometer: SIOS
Measurement Topology: electrical 3, strain 3
Measurement Status: 0
Time [s]	V+ [V]	V- [V]	I1 [A]	P1 [uC/cm2]	I2 [A]	P2 [uC/cm2]	I3 [A]	P3 [uC/cm2]	
2.950000e-004	3.367444e+002	-3.761991e+002	1.966975e-003	2.554776e-001	1.544642e-003	2.862545e-001	-1.580719e-003	-3.225988e-001	
2.975000e-004	3.398286e+002	-3.797219e+002	1.942293e-003	2.617025e-001	1.509764e-003	2.911182e-001	-1.527715e-003	-3.275485e-001	
3.000000e-004	3.408909e+002	-3.825320e+002	1.874508e-003	2.677802e-001	1.490919e-003	2.958964e-001	-1.497716e-003	-3.323661e-001	
3.025000e-004	3.447702e+002	-3.826416e+002	1.836160e-003	2.736889e-001	1.422792e-003	3.005360e-001	-1.399453e-003	-3.369794e-001	
3.050000e-004	3.471484e+002	-3.847458e+002	1.796951e-003	2.794742e-001	1.395174e-003	3.050233e-001	-1.350157e-003	-3.413578e-001	
3.075000e-004	3.481628e+002	-3.859794e+002	1.756934e-003	2.851332e-001	1.366742e-003	3.094212e-001	-1.301545e-003	-3.455802e-001	
3.100000e-004	3.483615e+002	-3.874667e+002	1.715097e-003	2.906619e-001	1.326369e-003	3.137096e-001	-1.252934e-003	-3.496479e-001	
3.125000e-004	3.542832e+002	-3.905920e+002	1.682450e-003	2.960720e-001	1.289986e-003	3.178758e-001	-1.202878e-003	-3.535584e-001	
3.150000e-004	3.563393e+002	-3.931622e+002	1.657131e-003	3.013898e-001	1.255238e-003	3.219287e-001	-1.156429e-003	-3.573152e-001	
3.175000e-004	3.566683e+002	-3.939572e+002	1.576331e-003	3.065387e-001	1.221161e-003	3.258720e-001	-1.110548e-003	-3.609251e-001	
3.200000e-004	3.585531e+002	-3.941354e+002	1.530949e-003	3.114866e-001	1.201604e-003	3.297299e-001	-1.083902e-003	-3.644194e-001	
3.225000e-004	3.591562e+002	-3.950538e+002	1.488154e-003	3.162940e-001	1.139040e-003	3.334570e-001	-1.000372e-003	-3.677383e-001	
3.250000e-004	3.618840e+002	-3.972196e+002	1.447180e-003	3.209681e-001	1.106974e-003	3.370335e-001	-9.569744e-004	-3.708551e-001	
3.275000e-004	3.635975e+002	-3.965343e+002	1.406574e-003	3.255123e-001	1.075162e-003	3.405082e-001	-9.202832e-004	-3.738444e-001	
3.300000e-004	3.646598e+002	-3.979324e+002	1.364313e-003	3.299246e-001	1.040619e-003	3.438773e-001	-8.800610e-004	-3.767112e-001	
3.325000e-004	3.672917e+002	-3.999748e+002	1.340164e-003	3.342311e-001	1.009101e-003	3.471412e-001	-8.456142e-004	-3.794591e-001	
3.350000e-004	3.684568e+002	-4.003381e+002	1.266809e-003	3.383823e-001	9.778570e-004	3.503051e-001	-7.933486e-004	-3.820689e-001	
3.375000e-004	3.699235e+002	-4.016266e+002	1.222652e-003	3.423464e-001	9.594361e-004	3.533900e-001	-7.669969e-004	-3.845535e-001	
3.400000e-004	3.697796e+002	-4.036005e+002	1.184552e-003	3.461795e-001	8.970705e-004	3.563462e-001	-6.893170e-004	-3.868725e-001	
3.425000e-004	3.710407e+002	-4.026547e+002	1.145807e-003	3.498903e-001	8.647244e-004	3.591516e-001	-6.506824e-004	-3.890062e-001	
3.450000e-004	3.712257e+002	-4.034634e+002	1.105804e-003	3.534757e-001	8.353824e-004	3.618588e-001	-6.117056e-004	-3.910164e-001	
3.475000e-004	3.715410e+002	-4.017500e+002	1.067649e-003	3.569366e-001	8.064988e-004	3.644733e-001	-5.753770e-004	-3.929067e-001	
3.500000e-004	3.750707e+002	-4.005300e+002	1.028042e-003	3.602737e-001	7.806192e-004	3.670005e-001	-5.367561e-004	-3.946776e-001	
3.525000e-004	3.756876e+002	-4.001462e+002	1.006481e-003	3.635134e-001	7.469525e-004	3.694330e-001	-5.002496e-004	-3.963289e-001	
3.550000e-004	3.760165e+002	-4.007493e+002	9.419390e-004	3.666159e-001	7.134636e-004	3.717585e-001	-4.587683e-004	-3.978560e-001	
3.575000e-004	3.761399e+002	-3.999817e+002	9.069652e-004	3.695601e-001	6.953233e-004	3.740018e-001	-4.349689e-004	-3.992791e-001	
3.600000e-004	3.762633e+002	-3.990770e+002	8.670031e-004	3.723848e-001	6.418260e-004	3.761310e-001	-3.628455e-004	-4.005495e-001	
3.625000e-004	3.784154e+002	-3.988851e+002	8.286011e-004	3.750849e-001	6.141947e-004	3.781310e-001	-3.263321e-004	-4.016469e-001	
3.650000e-004	3.787923e+002	-3.988645e+002	7.926489e-004	3.776665e-001	5.885751e-004	3.800462e-001	-2.897777e-004	-4.026280e-001	
3.675000e-004	3.773667e+002	-3.950675e+002	7.586332e-004	3.801367e-001	5.611695e-004	3.818771e-001	-2.532302e-004	-4.034927e-001	
3.700000e-004	3.788403e+002	-3.933198e+002	7.382278e-004	3.825202e-001	5.365490e-004	3.836250e-001	-2.240113e-004	-4.042526e-001	
3.725000e-004	3.800328e+002	-3.921273e+002	6.745758e-004	3.847699e-001	5.062011e-004	3.852854e-001	-1.863483e-004	-4.049060e-001	
3.750000e-004	3.804852e+002	-3.906126e+002	6.458633e-004	3.868725e-001	4.904626e-004	3.868725e-001	-1.728953e-004	-4.054781e-001	
3.775000e-004	3.777437e+002	-3.878711e+002	6.149542e-004	3.888802e-001	4.389497e-004	3.883524e-001	-1.033995e-004	-4.059180e-001	
3.800000e-004	3.769555e+002	-3.866305e+002	5.806990e-004	3.907841e-001	4.114552e-004	3.897066e-001	-7.361949e-005	-4.061999e-001	
3.825000e-004	3.774627e+002	-3.857396e+002	5.495709e-004	3.925839e-001	3.822569e-004	3.909705e-001	-4.625501e-005	-4.063908e-001	
3.850000e-004	3.779493e+002	-3.843140e+002	5.205573e-004	3.942879e-001	3.512041e-004	3.921384e-001	-2.014276e-005	-4.064965e-001	
3.875000e-004	3.766882e+002	-3.802702e+002	5.030739e-004	3.959179e-001	3.233332e-004	3.932125e-001	3.923486e-006	-4.065224e-001	
3.900000e-004	3.755368e+002	-3.785979e+002	4.460184e-004	3.974292e-001	2.880789e-004	3.941861e-001	2.586161e-005	-4.064749e-001	
3.925000e-004	3.758932e+002	-3.775150e+002	4.159920e-004	3.988018e-001	2.732574e-004	3.950799e-001	3.774761e-005	-4.063736e-001	
3.950000e-004	3.759549e+002	-3.741156e+002	3.862394e-004	4.000792e-001	2.000254e-004	3.958336e-001	8.037845e-005	-4.061855e-001	
3.975000e-004	3.733641e+002	-3.731012e+002	3.540507e-004	4.012580e-001	1.635326e-004	3.964125e-001	1.001953e-004	-4.058980e-001	
4.000000e-004	3.737479e+002	-3.682898e+002	3.211230e-004	4.023332e-001	1.281551e-004	3.968770e-001	1.171245e-004	-4.055520e-001	
4.025000e-004	3.706363e+002	-3.672344e+002	2.822831e-004	4.032940e-001	9.306506e-005	3.972292e-001	1.343000e-004	-4.051516e-001	
4.050000e-004	3.680113e+002	-3.592017e+002	2.431010e-004	4.041306e-001	6.000050e-005	3.974729e-001	1.498058e-004	-4.046992e-001	
4.075000e-004	3.660923e+002	-3.590647e+002	2.176320e-004	4.048642e-001	3.002205e-005	3.976163e-001	1.658386e-004	-4.041966e-001	
4.100000e-004	3.622747e+002	-3.562478e+002	1.435652e-004	4.054394e-001	-3.877343e-006	3.976579e-001	1.820150e-004	-4.036427e-001	
4.125000e-004	3.592042e+002	-3.540134e+002	1.047526e-004	4.058348e-001	-2.060123e-005	3.976190e-001	1.908628e-004	-4.030489e-001	
4.150000e-004	3.564010e+002	-3.491130e+002	6.837612e-005	4.061105e-001	-7.786205e-005	3.974622e-001	2.120072e-004	-4.024074e-001	
4.175000e-004	3.581145e+002	-3.442879e+002	3.080897e-005	4.062684e-001	-1.039811e-004	3.971726e-001	2.302912e-004	-4.017031e-001	
4.200000e-004	3.573880e+002	-3.418343e+002	-3.090418e-006	4.063126e-001	-1.301208e-004	3.967998e-001	2.443327e-004	-4.009473e-001	
4.225000e-004	3.496706e+002	-3.382566e+002	-3.879632e-005	4.062459e-001	-1.557745e-004	3.963446e-001	2.574231e-004	-4.001484e-001	
4.250000e-004	3.467920e+002	-3.354465e+002	-5.798362e-005	4.060918e-001	-1.798066e-004	3.958102e-001	2.705750e-004	-3.993076e-001	
4.275000e-004	3.436667e+002	-3.319511e+002	-1.165788e-004	4.058138e-001	-2.046939e-004	3.951980e-001	2.824405e-004	-3.984270e-001	
4.300000e-004	3.409458e+002	-3.270301e+002	-1.452503e-004	4.053969e-001	-2.181743e-004	3.945246e-001	2.903918e-004	-3.975149e-001	
4.325000e-004	3.376559e+002	-3.227122e+002	-1.724711e-004	4.048909e-001	-2.548656e-004	3.937713e-001	3.117278e-004	-3.965561e-001	
4.350000e-004	3.347499e+002	-3.197034e+002	-1.984054e-004	4.043004e-001	-2.788566e-004	3.929215e-001	3.227858e-004	-3.955457e-001	
4.375000e-004	3.309530e+002	-3.146316e+002	-2.230806e-004	4.036292e-001	-3.003704e-004	3.919991e-001	3.376690e-004	-3.944940e-001	
4.400000e-004	3.290887e+002	-3.130073e+002	-2.475369e-004	4.028798e-001	-3.201462e-004	3.910111e-001	3.478648e-004	-3.934024e-001	
4.425000e-004	3.216592e+002	-3.055778e+002	-2.617563e-004	4.020688e-001	-3.379992e-004	3.899631e-001	3.593813e-004	-3.922762e-001	
4.450000e-004	3.169644e+002	-3.023565e+002	-3.070833e-004	4.011631e-001	-3.567075e-004	3.888568e-001	3.694813e-004	-3.911156e-001	
4.475000e-004	3.122490e+002	-2.985732e+002	-3.286450e-004	4.001507e-001	-3.664106e-004	3.877054e-001	3.759820e-004	-3.899286e-001	
4.500000e-004	3.080819e+002	-2.954068e+002	-3.494746e-004	3.990709e-001	-3.963412e-004	3.864908e-001	3.970579e-004	-3.886976e-001	
4.525000e-004	3.042027e+002	-2.893755e+002	-3.694762e-004	3.979261e-001	-4.139067e-004	3.852006e-001	4.085812e-004	-3.874147e-001	
4.550000e-004	2.996175e+002	-2.838856e+002	-3.891151e-004	3.967182e-001	-4.327382e-004	3.838524e-001	4.193382e-004	-3.860964e-001	
4.575000e-004	2.963140e+002	-2.809522e+002	-4.067696e-004	3.954508e-001	-4.466291e-004	3.824522e-001	4.302319e-004	-3.847436e-001	
4.600000e-004	2.903306e+002	-2.751402e+002	-4.258885e-004	3.941249e-001	-4.627919e-004	3.810040e-001	4.394013e-004	-3.833588e-001	
4.625000e-004	2.853685e+002	-2.713295e+002	-4.356327e-004	3.927531e-001	-4.773192e-004	3.795070e-001	4.529570e-004	-3.819379e-001	
4.650000e-004	2.798649e+002	-2.674502e+002	-4.657001e-004	3.913179e-001	-4.944126e-004	3.779597e-001	4.643845e-004	-3.804771e-001	
4.675000e-004	2.756156e+002	-2.618850e+002	-4.824719e-004	3.898080e-001	-5.022682e-004	3.763726e-001	4.724385e-004	-3.789854e-001	
4.700000e-004	2.728261e+002	-2.578892e+002	-4.982515e-004	3.882464e-001	-5.276825e-004	3.747326e-001	4.942261e-004	-3.774461e-001	
4.725000e-004	2.662876e+002	-2.528448e+002	-5.144074e-004	3.866338e-001	-5.398559e-004	3.730327e-001	5.046888e-004	-3.758555e-001	
4.750000e-004	2.650882e+002	-2.504871e+002	-5.291469e-004	3.849721e-001	-5.535826e-004	3.712915e-001	5.165406e-004	-3.742293e-001	
4.775000e-004	2.532997e+002	-2.437979e+002	-5.449606e-004	3.832618e-001	-5.706555e-004	3.695014e-001	5.283719e-004	-3.725654e-001	
4.800000e-004	2.479537e+002	-2.394594e+002	-5.538837e-004	3.815120e-001	-5.872288e-004	3.676576e-001	5.414553e-004	-3.708619e-001	
4.825000e-004	2.433206e+002	-2.343739e+002	-5.870441e-004	3.796953e-001	-6.019546e-004	3.657640e-001	5.527871e-004	-3.691195e-001	
4.850000e-004	2.384750e+002	-2.282192e+002	-6.005244e-004	3.778042e-001	-6.110829e-004	3.638324e-001	5.593425e-004	-3.673486e-001	
4.875000e-004	2.323614e+002	-2.246004e+002	-6.179258e-004	3.758640e-001	-6.368120e-004	3.618453e-001	5.816159e-004	-3.655317e-001	
4.900000e-004	2.267824e+002	-2.193025e+002	-6.340612e-004	3.738704e-001	-6.512777e-004	3.597942e-001	5.943573e-004	-3.636592e-001	
4.925000e-004	2.240272e+002	-2.132026e+002	-6.511477e-004	3.718239e-001	-6.673310e-004	3.576945e-001	6.074750e-004	-3.617454e-001	
4.950000e-004	2.213542e+002	-2.110231e+002	-6.662567e-004	3.697261e-001	-6.813178e-004	3.555470e-001	6.234051e-004	-3.597854e-001	
4.975000e-004	2.131982e+002	-2.034565e+002	-6.765688e-004	3.675879e-001	-6.987396e-004	3.533494e-001	6.334367e-004	-3.577841e-001	
5.000000e-004	2.085514e+002	-1.998035e+002	-7.106461e-004	3.653789e-001	-7.106461e-004	3.511052e-001	6.509407e-004	-3.557389e-001	
5.025000e-004	2.039182e+002	-1.959379e+002	-7.177901e-004	3.631043e-001	-7.177901e-004	3.488306e-001	6.526103e-004	-3.536632e-001	
5.050000e-004	1.971261e+002	-1.900711e+002	-7.494039e-004	3.607680e-001	-7.494039e-004	3.464943e-001	6.821029e-004	-3.515378e-001	
5.075000e-004	1.908892e+002	-1.853557e+002	-7.626311e-004	3.583603e-001	-7.626311e-004	3.440866e-001	6.956038e-004	-3.493440e-001	
5.100000e-004	1.829457e+002	-1.791393e+002	-7.768505e-004	3.559089e-001	-7.768505e-004	3.416352e-001	7.084273e-004	-3.471083e-001	
5.125000e-004	1.802590e+002	-1.774807e+002	-7.905978e-004	3.534130e-001	-7.905978e-004	3.391393e-001	7.205254e-004	-3.448329e-001	
5.150000e-004	1.718151e+002	-1.699827e+002	-8.067195e-004	3.508695e-001	-8.067195e-004	3.365958e-001	7.333900e-004	-3.425178e-001	
5.175000e-004	1.653726e+002	-1.649931e+002	-8.217464e-004	3.482764e-001	-8.217464e-004	3.340027e-001	7.478078e-004	-3.401592e-001	
5.200000e-004	1.602048e+002	-1.594827e+002	-8.387029e-004	3.456324e-001	-8.387029e-004	3.313586e-001	7.602618e-004	-3.377578e-001	
5.225000e-004	1.557088e+002	-1.538489e+002	-8.491451e-004	3.429447e-001	-8.491451e-004	3.286710e-001	7.704234e-004	-3.353204e-001	
5.250000e-004	1.524258e+002	-1.483933e+002	-8.788156e-004	3.401932e-001	-8.788156e-004	3.259195e-001	7.917456e-004	-3.328329e-001	
5.275000e-004	1.476556e+002	-1.469540e+002	-8.936919e-004	3.373707e-001	-8.936919e-004	3.230970e-001	8.048839e-004	-3.302905e-001	
5.300000e-004	1.465795e+002	-1.437190e+002	-9.084587e-004	3.345011e-001	-9.084587e-004	3.202273e-001	8.190759e-004	-3.277045e-001	
5.325000e-004	1.330365e+002	-1.336440e+002	-9.246694e-004	3.315821e-001	-9.246694e-004	3.173083e-001	8.339796e-004	-3.250723e-001	
5.350000e-004	1.282799e+002	-1.286750e+002	-9.465665e-004	3.286024e-001	-9.465665e-004	3.143287e-001	8.486643e-004	-3.223929e-001	
5.375000e-004	1.235371e+002	-1.233153e+002	-9.582267e-004	3.255693e-001	-9.582267e-004	3.112956e-001	8.673110e-004	-3.196605e-001	
5.400000e-004	1.179924e+002	-1.188672e+002	-9.742115e-004	3.224922e-001	-9.742115e-004	3.082184e-001	8.762615e-004	-3.168841e-001	
5.425000e-004	1.131125e+002	-1.163450e+002	-9.938778e-004	3.193583e-001	-9.938778e-004	3.050845e-001	8.978095e-004	-3.140591e-001	
5.450000e-004	1.076158e+002	-1.126714e+002	-1.009904e-003	3.161675e-001	-1.009904e-003	3.018938e-001	9.177359e-004	-3.111681e-001	
5.475000e-004	1.027770e+002	-1.070102e+002	-1.028523e-003	3.129216e-001	-1.028523e-003	2.986479e-001	9.346650e-004	-3.082184e-001	
5.500000e-004	9.977509e+001	-1.039603e+002	-1.047587e-003	3.096157e-001	-1.047587e-003	2.953420e-001	9.504720e-004	-3.052166e-001	
5.525000e-004	9.244155e+001	-9.307646e+001	-1.064961e-003	3.062518e-001	-1.064961e-003	2.919780e-001	9.669564e-004	-3.021634e-001	
5.550000e-004	8.801401e+001	-8.860780e+001	-1.083738e-003	3.028303e-001	-1.083738e-003	2.885565e-001	9.832834e-004	-2.990579e-001	
5.575000e-004	8.232537e+001	-8.471486e+001	-1.094228e-003	2.993622e-001	-1.094228e-003	2.850885e-001	9.923364e-004	-2.959120e-001	
5.600000e-004	7.597878e+001	-7.981441e+001	-1.126129e-003	2.958266e-001	-1.126129e-003	2.815529e-001	1.026058e-003	-2.926980e-001	
5.625000e-004	7.064654e+001	-7.470149e+001	-1.146042e-003	2.922085e-001	-1.146042e-003	2.779347e-001	1.043678e-003	-2.894023e-001	
5.650000e-004	6.384759e+001	-6.994497e+001	-1.166023e-003	2.885268e-001	-1.166023e-003	2.742531e-001	1.058842e-003	-2.860543e-001	
5.675000e-004	6.334042e+001	-6.690189e+001	-1.184943e-003	2.847833e-001	-1.184943e-003	2.705095e-001	1.072959e-003	-2.826597e-001	
5.700000e-004	5.316941e+001	-5.831411e+001	-1.204268e-003	2.809788e-001	-1.204268e-003	2.667051e-001	1.087890e-003	-2.792189e-001	
5.725000e-004	4.842660e+001	-5.525733e+001	-1.225302e-003	2.771101e-001	-1.225302e-003	2.628363e-001	1.104744e-003	-2.757274e-001	
5.750000e-004	4.404704e+001	-4.981543e+001	-1.245174e-003	2.731762e-001	-1.245174e-003	2.589024e-001	1.123165e-003	-2.721798e-001	
5.775000e-004	3.930422e+001	-4.477105e+001	-1.258743e-003	2.691890e-001	-1.258743e-003	2.549153e-001	1.134134e-003	-2.685854e-001	
5.800000e-004	3.368413e+001	-4.038463e+001	-1.305384e-003	2.651060e-001	-1.305384e-003	2.508323e-001	1.167869e-003	-2.649198e-001	
5.825000e-004	2.955815e+001	-3.583373e+001	-1.313151e-003	2.609364e-001	-1.313151e-003	2.466627e-001	1.183744e-003	-2.611752e-001	
5.850000e-004	2.587082e+001	-3.422994e+001	-1.329519e-003	2.567283e-001	-1.329519e-003	2.424546e-001	1.198662e-003	-2.573815e-001	
5.875000e-004	1.848245e+001	-2.644405e+001	-1.350629e-003	2.524606e-001	-1.350629e-003	2.381868e-001	1.223549e-003	-2.535245e-001	
5.900000e-004	1.234147e+001	-2.331188e+001	-1.372540e-003	2.481243e-001	-1.372540e-003	2.338506e-001	1.242791e-003	-2.495972e-001	
5.925000e-004	7.050352e+000	-1.924073e+001	-1.395648e-003	2.437164e-001	-1.395648e-003	2.294426e-001	1.262916e-003	-2.456072e-001	
5.950000e-004	2.355515e+000	-1.180439e+001	-1.408937e-003	2.392505e-001	-1.408937e-003	2.249767e-001	1.273604e-003	-2.415682e-001	
5.975000e-004	-2.880770e+000	-6.650346e+000	-1.451095e-003	2.346963e-001	-1.451095e-003	2.204225e-001	1.309009e-003	-2.374557e-001	
6.000000e-004	-9.316465e+000	-2.538081e+000	-1.472226e-003	2.300413e-001	-1.472226e-003	2.157676e-001	1.327430e-003	-2.332576e-001	
6.025000e-004	-1.194832e+001	2.725619e+000	-1.491324e-003	2.253223e-001	-1.491324e-003	2.110485e-001	1.348875e-003	-2.289960e-001	
6.050000e-004	-1.717775e+001	4.439063e+000	-1.514467e-003	2.205360e-001	-1.514467e-003	2.062623e-001	1.369116e-003	-2.246680e-001	
6.075000e-004	-2.230437e+001	1.201934e+001	-1.537630e-003	2.156760e-001	-1.537630e-003	2.014022e-001	1.391369e-003	-2.202723e-001	
6.100000e-004	-2.858243e+001	1.574094e+001	-1.559472e-003	2.107443e-001	-1.559472e-003	1.964705e-001	1.405479e-003	-2.158187e-001	
6.125000e-004	-3.295514e+001	1.946939e+001	-1.573219e-003	2.057559e-001	-1.573219e-003	1.914822e-001	1.414970e-003	-2.113275e-001	
6.150000e-004	-3.606675e+001	2.412311e+001	-1.615193e-003	2.006788e-001	-1.615193e-003	1.864051e-001	1.451278e-003	-2.067634e-001	
6.175000e-004	-4.152236e+001	2.782415e+001	-1.640402e-003	1.954948e-001	-1.640402e-003	1.812210e-001	1.470712e-003	-2.021106e-001	
6.200000e-004	-4.452431e+001	3.382120e+001	-1.666953e-003	1.902283e-001	-1.666953e-003	1.759545e-001	1.490543e-003	-1.973952e-001	
6.225000e-004	-4.970577e+001	3.620632e+001	-1.690287e-003	1.848823e-001	-1.690287e-003	1.706086e-001	1.506336e-003	-1.926231e-001	
6.250000e-004	-5.801254e+001	4.399221e+001	-1.706271e-003	1.794738e-001	-1.706271e-003	1.652001e-001	1.526057e-003	-1.877945e-001	
6.275000e-004	-6.137089e+001	4.937927e+001	-1.720279e-003	1.740175e-001	-1.720279e-003	1.597438e-001	1.542028e-003	-1.829090e-001	
6.300000e-004	-6.618225e+001	5.390277e+001	-1.740917e-003	1.685061e-001	-1.740917e-003	1.542323e-001	1.567415e-003	-1.779576e-001	
6.325000e-004	-7.158302e+001	5.620563e+001	-1.753740e-003	1.629413e-001	-1.753740e-003	1.486676e-001	1.579985e-003	-1.729459e-001	
6.350000e-004	-7.464666e+001	5.958455e+001	-1.794783e-003	1.572908e-001	-1.794783e-003	1.430171e-001	1.614733e-003	-1.678587e-001	
6.375000e-004	-8.084247e+001	6.482083e+001	-1.816639e-003	1.515401e-001	-1.816639e-003	1.372664e-001	1.631608e-003	-1.626894e-001	
6.400000e-004	-8.221323e+001	6.669191e+001	-1.836634e-003	1.457228e-001	-1.836634e-003	1.314491e-001	1.649549e-003	-1.574646e-001	
6.425000e-004	-9.239794e+001	7.525913e+001	-1.858812e-003	1.398384e-001	-1.858812e-003	1.255646e-001	1.666773e-003	-1.521839e-001	
6.450000e-004	-9.580427e+001	7.904242e+001	-1.876152e-003	1.338910e-001	-1.876152e-003	1.196172e-001	1.692406e-003	-1.468348e-001	
6.475000e-004	-9.988912e+001	8.353849e+001	-1.899055e-003	1.278795e-001	-1.899055e-003	1.136057e-001	1.705537e-003	-1.414241e-001	
6.500000e-004	-1.040699e+002	8.871309e+001	-1.911413e-003	1.218119e-001	-1.911413e-003	1.075381e-001	1.724643e-003	-1.359620e-001	
6.525000e-004	-1.092377e+002	9.334625e+001	-1.946845e-003	1.156681e-001	-1.946845e-003	1.013944e-001	1.748750e-003	-1.304312e-001	
6.550000e-004	-1.131306e+002	1.003097e+002	-1.965088e-003	1.094389e-001	-1.965088e-003	9.516521e-002	1.766309e-003	-1.248339e-001	
6.575000e-004	-1.178186e+002	1.015022e+002	-1.983324e-003	1.031517e-001	-1.983324e-003	8.887793e-002	1.783710e-003	-1.191810e-001	
6.600000e-004	-1.193675e+002	1.048332e+002	-2.000335e-003	9.680826e-002	-2.000335e-003	8.253452e-002	1.800324e-003	-1.134740e-001	
6.625000e-004	-1.300320e+002	1.133456e+002	-2.024723e-003	9.039893e-002	-2.024723e-003	7.612519e-002	1.817705e-003	-1.077128e-001	
6.650000e-004	-1.355836e+002	1.168067e+002	-2.036274e-003	8.393237e-002	-2.036274e-003	6.965864e-002	1.831377e-003	-1.019021e-001	
6.675000e-004	-1.404772e+002	1.212617e+002	-2.053094e-003	7.742064e-002	-2.053094e-003	6.314691e-002	1.841169e-003	-9.605413e-002	
6.700000e-004	-1.445894e+002	1.271079e+002	-2.070666e-003	7.085415e-002	-2.070666e-003	5.658041e-002	1.878805e-003	-9.013060e-002	
6.725000e-004	-1.476188e+002	1.309872e+002	-2.085446e-003	6.423613e-002	-2.085446e-003	4.996240e-002	1.896295e-003	-8.411930e-002	
6.750000e-004	-1.532183e+002	1.362440e+002	-2.099255e-003	5.757259e-002	-2.099255e-003	4.329886e-002	1.912431e-003	-7.805445e-002	
6.775000e-004	-1.545343e+002	1.382727e+002	-2.112209e-003	5.086644e-002	-2.112209e-003	3.659271e-002	1.928997e-003	-7.193753e-002	
6.800000e-004	-1.647807e+002	1.458667e+002	-2.126319e-003	4.411719e-002	-2.126319e-003	2.984346e-002	1.944202e-003	-6.577001e-002	
6.825000e-004	-1.691123e+002	1.507740e+002	-2.136932e-003	3.732858e-002	-2.136932e-003	2.305484e-002	1.960584e-003	-5.955220e-002	
